0,1
D:/RAE/dataset3_es\baquiro_2.png,baquiro
D:/RAE/dataset3_es\enfermada_7.png,enfermada
D:/RAE/dataset3_es\nosomantica_12.png,nosomantica
D:/RAE/dataset3_es\solen_3.png,solen
D:/RAE/dataset3_es\en_8.png,en
D:/RAE/dataset3_es\merendita_13.png,merendita
D:/RAE/dataset3_es\cedras_0.png,cedras
D:/RAE/dataset3_es\mangual_2.png,mangual
D:/RAE/dataset3_es\presbitero_5.png,presbitero
D:/RAE/dataset3_es\mesonero_2.png,mesonero
D:/RAE/dataset3_es\talpetate_2.png,talpetate
D:/RAE/dataset3_es\riohachero_2.png,riohachero
D:/RAE/dataset3_es\vituperio_9.png,vituperio
D:/RAE/dataset3_es\tener_8.png,tener
D:/RAE/dataset3_es\machina_6.png,machina
D:/RAE/dataset3_es\loncha_0.png,loncha
D:/RAE/dataset3_es\fresero_4.png,fresero
D:/RAE/dataset3_es\oscilante_13.png,oscilante
D:/RAE/dataset3_es\chascar_8.png,chascar
D:/RAE/dataset3_es\sedar_7.png,sedar
D:/RAE/dataset3_es\tematica_1.png,tematica
D:/RAE/dataset3_es\deportivo_10.png,deportivo
D:/RAE/dataset3_es\senoreador_14.png,senoreador
D:/RAE/dataset3_es\cerillo_12.png,cerillo
D:/RAE/dataset3_es\alzacolita_7.png,alzacolita
D:/RAE/dataset3_es\desconocer_11.png,desconocer
D:/RAE/dataset3_es\anate_0.png,añate
D:/RAE/dataset3_es\capelan_3.png,capelan
D:/RAE/dataset3_es\pliegue_12.png,pliegue
D:/RAE/dataset3_es\farmacia_9.png,farmacia
D:/RAE/dataset3_es\paralelismo_5.png,paralelismo
D:/RAE/dataset3_es\artimana_1.png,artimana
D:/RAE/dataset3_es\delicadez_13.png,delicadez
D:/RAE/dataset3_es\boceras_11.png,boceras
D:/RAE/dataset3_es\nenique_6.png,ñeñique
D:/RAE/dataset3_es\caucense_4.png,caucense
D:/RAE/dataset3_es\dominable_6.png,dominable
D:/RAE/dataset3_es\postaje_0.png,postaje
D:/RAE/dataset3_es\escritor_3.png,escritor
D:/RAE/dataset3_es\alcahueteo_4.png,alcahueteo
D:/RAE/dataset3_es\malevaje_0.png,malevaje
D:/RAE/dataset3_es\orvallo_9.png,orvallo
D:/RAE/dataset3_es\anillo_2.png,anillo
D:/RAE/dataset3_es\esplendidez_3.png,esplendidez
D:/RAE/dataset3_es\batey_5.png,batey
D:/RAE/dataset3_es\cuaima_1.png,cuaima
D:/RAE/dataset3_es\romanina_4.png,romanina
D:/RAE/dataset3_es\pantaloneta_7.png,pantaloneta
D:/RAE/dataset3_es\surf_1.png,surf
D:/RAE/dataset3_es\caribu_6.png,caribu
D:/RAE/dataset3_es\chusbarba_3.png,chusbarba
D:/RAE/dataset3_es\monera_1.png,monera
D:/RAE/dataset3_es\tormo_4.png,tormo
D:/RAE/dataset3_es\verriondo_0.png,verriondo
D:/RAE/dataset3_es\facineroso_2.png,facineroso
D:/RAE/dataset3_es\chiscanear_12.png,chiscañear
D:/RAE/dataset3_es\escalpelo_9.png,escalpelo
D:/RAE/dataset3_es\ambueza_1.png,ambueza
D:/RAE/dataset3_es\diversidad_11.png,diversidad
D:/RAE/dataset3_es\tachuela_5.png,tachuela
D:/RAE/dataset3_es\mordedura_1.png,mordedura
D:/RAE/dataset3_es\guinador_12.png,guiñador
D:/RAE/dataset3_es\centelleo_14.png,centelleo
D:/RAE/dataset3_es\caloptero_8.png,caloptero
D:/RAE/dataset3_es\acorrer_14.png,acorrer
D:/RAE/dataset3_es\ronzar_13.png,ronzar
D:/RAE/dataset3_es\brigadero_0.png,brigadero
D:/RAE/dataset3_es\extraviar_10.png,extraviar
D:/RAE/dataset3_es\estimulante_6.png,estimulante
D:/RAE/dataset3_es\hinchable_4.png,hinchable
D:/RAE/dataset3_es\ludoteca_7.png,ludoteca
D:/RAE/dataset3_es\lauto_7.png,lauto
D:/RAE/dataset3_es\cameloton_13.png,cameloton
D:/RAE/dataset3_es\bahai_2.png,bahai
D:/RAE/dataset3_es\cebrado_10.png,cebrado
D:/RAE/dataset3_es\averso_9.png,averso
D:/RAE/dataset3_es\baja_11.png,baja
D:/RAE/dataset3_es\refrendo_11.png,refrendo
D:/RAE/dataset3_es\banco_3.png,banco
D:/RAE/dataset3_es\azcale_10.png,azcale
D:/RAE/dataset3_es\cascado_8.png,cascado
D:/RAE/dataset3_es\lotero_7.png,lotero
D:/RAE/dataset3_es\trabajito_3.png,trabajito
D:/RAE/dataset3_es\urbanizable_2.png,urbanizable
D:/RAE/dataset3_es\futon_14.png,futon
D:/RAE/dataset3_es\cateo_5.png,cateo
D:/RAE/dataset3_es\linier_7.png,linier
D:/RAE/dataset3_es\galce_10.png,galce
D:/RAE/dataset3_es\laosiano_3.png,laosiano
D:/RAE/dataset3_es\estearina_10.png,estearina
D:/RAE/dataset3_es\neologo_14.png,neologo
D:/RAE/dataset3_es\bandeado_13.png,bandeado
D:/RAE/dataset3_es\cuzma_3.png,cuzma
D:/RAE/dataset3_es\raki_3.png,raki
D:/RAE/dataset3_es\turmalina_6.png,turmalina
D:/RAE/dataset3_es\lenero_1.png,lenero
D:/RAE/dataset3_es\ron_14.png,ron
D:/RAE/dataset3_es\grosa_0.png,grosa
D:/RAE/dataset3_es\santimonia_3.png,santimonia
D:/RAE/dataset3_es\gabrieles_7.png,gabrieles
D:/RAE/dataset3_es\epistolario_9.png,epistolario
D:/RAE/dataset3_es\caseo_1.png,caseo
D:/RAE/dataset3_es\cornado_8.png,cornado
D:/RAE/dataset3_es\cablote_2.png,cablote
D:/RAE/dataset3_es\deposito_2.png,deposito
D:/RAE/dataset3_es\agracero_10.png,agracero
D:/RAE/dataset3_es\parentetico_11.png,parentetico
D:/RAE/dataset3_es\vicetiple_4.png,vicetiple
D:/RAE/dataset3_es\laud_10.png,laud
D:/RAE/dataset3_es\gazapaton_5.png,gazapaton
D:/RAE/dataset3_es\desfallecer_6.png,desfallecer
D:/RAE/dataset3_es\zapa_4.png,zapa
D:/RAE/dataset3_es\acidulante_8.png,acidulante
D:/RAE/dataset3_es\ligula_12.png,ligula
D:/RAE/dataset3_es\sublimacion_7.png,sublimacion
D:/RAE/dataset3_es\guazubira_6.png,guazubira
D:/RAE/dataset3_es\lislique_5.png,lislique
D:/RAE/dataset3_es\barrila_12.png,barrila
D:/RAE/dataset3_es\jorrar_6.png,jorrar
D:/RAE/dataset3_es\toco_2.png,toco
D:/RAE/dataset3_es\trile_13.png,trile
D:/RAE/dataset3_es\maori_3.png,maori
D:/RAE/dataset3_es\mostacero_12.png,mostacero
D:/RAE/dataset3_es\esquifada_2.png,esquifada
D:/RAE/dataset3_es\malevaje_2.png,malevaje
D:/RAE/dataset3_es\yuyeria_10.png,yuyeria
D:/RAE/dataset3_es\zipizape_13.png,zipizape
D:/RAE/dataset3_es\curuja_14.png,curuja
D:/RAE/dataset3_es\agonismo_8.png,agonismo
D:/RAE/dataset3_es\ipegue_14.png,ipegue
D:/RAE/dataset3_es\tablazon_3.png,tablazon
D:/RAE/dataset3_es\africanizar_10.png,africanizar
D:/RAE/dataset3_es\fogonadura_13.png,fogonadura
D:/RAE/dataset3_es\pluviometro_2.png,pluviometro
D:/RAE/dataset3_es\emancipador_6.png,emancipador
D:/RAE/dataset3_es\crea_4.png,crea
D:/RAE/dataset3_es\angelologia_9.png,angelologia
D:/RAE/dataset3_es\linier_10.png,linier
D:/RAE/dataset3_es\cardialgia_7.png,cardialgia
D:/RAE/dataset3_es\canonera_7.png,canonera
D:/RAE/dataset3_es\patilludo_10.png,patilludo
D:/RAE/dataset3_es\desmesura_8.png,desmesura
D:/RAE/dataset3_es\placaje_0.png,placaje
D:/RAE/dataset3_es\bahaismo_12.png,bahaismo
D:/RAE/dataset3_es\lambda_10.png,lambda
D:/RAE/dataset3_es\toga_1.png,toga
D:/RAE/dataset3_es\detector_12.png,detector
D:/RAE/dataset3_es\misario_12.png,misario
D:/RAE/dataset3_es\alfabetizar_4.png,alfabetizar
D:/RAE/dataset3_es\chaladura_13.png,chaladura
D:/RAE/dataset3_es\ana_9.png,ana
D:/RAE/dataset3_es\caniza_7.png,cañiza
D:/RAE/dataset3_es\patriciado_0.png,patriciado
D:/RAE/dataset3_es\envaronar_0.png,envaronar
D:/RAE/dataset3_es\cascaron_4.png,cascaron
D:/RAE/dataset3_es\saturno_13.png,saturno
D:/RAE/dataset3_es\dedete_1.png,dedete
D:/RAE/dataset3_es\deuterio_9.png,deuterio
D:/RAE/dataset3_es\mastieno_2.png,mastieno
D:/RAE/dataset3_es\cordoncillo_4.png,cordoncillo
D:/RAE/dataset3_es\veintidos_9.png,veintidos
D:/RAE/dataset3_es\ergastulo_9.png,ergastulo
D:/RAE/dataset3_es\pitido_0.png,pitido
D:/RAE/dataset3_es\morronoso_5.png,morronoso
D:/RAE/dataset3_es\aparar_6.png,aparar
D:/RAE/dataset3_es\desinformar_1.png,desinformar
D:/RAE/dataset3_es\predar_11.png,predar
D:/RAE/dataset3_es\cirilico_7.png,cirilico
D:/RAE/dataset3_es\torvo_3.png,torvo
D:/RAE/dataset3_es\repizcar_0.png,repizcar
D:/RAE/dataset3_es\mocoano_11.png,mocoano
D:/RAE/dataset3_es\hibernacion_8.png,hibernacion
D:/RAE/dataset3_es\bandido_6.png,bandido
D:/RAE/dataset3_es\gorrero_10.png,gorrero
D:/RAE/dataset3_es\underground_7.png,underground
D:/RAE/dataset3_es\batallador_14.png,batallador
D:/RAE/dataset3_es\tunicela_8.png,tunicela
D:/RAE/dataset3_es\capicati_1.png,capicati
D:/RAE/dataset3_es\hervidero_8.png,hervidero
D:/RAE/dataset3_es\eslavo_9.png,eslavo
D:/RAE/dataset3_es\cafeina_3.png,cafeina
D:/RAE/dataset3_es\trasojado_1.png,trasojado
D:/RAE/dataset3_es\zuncho_14.png,zuncho
D:/RAE/dataset3_es\graciola_5.png,graciola
D:/RAE/dataset3_es\zanja_11.png,zanja
D:/RAE/dataset3_es\cancos_14.png,cancos
D:/RAE/dataset3_es\churepo_9.png,churepo
D:/RAE/dataset3_es\validacion_6.png,validacion
D:/RAE/dataset3_es\espray_0.png,espray
D:/RAE/dataset3_es\bilirrubina_9.png,bilirrubina
D:/RAE/dataset3_es\airbag_7.png,airbag
D:/RAE/dataset3_es\isodinama_12.png,isodinama
D:/RAE/dataset3_es\nauta_8.png,nauta
D:/RAE/dataset3_es\descervigar_9.png,descervigar
D:/RAE/dataset3_es\conspicuo_3.png,conspicuo
D:/RAE/dataset3_es\hacinar_5.png,hacinar
D:/RAE/dataset3_es\cimbalista_9.png,cimbalista
D:/RAE/dataset3_es\gasoleno_14.png,gasoleno
D:/RAE/dataset3_es\imitativo_14.png,imitativo
D:/RAE/dataset3_es\deferir_3.png,deferir
D:/RAE/dataset3_es\alcalifa_0.png,alcalifa
D:/RAE/dataset3_es\tematica_9.png,tematica
D:/RAE/dataset3_es\vejez_4.png,vejez
D:/RAE/dataset3_es\geogonia_9.png,geogonia
D:/RAE/dataset3_es\nanear_5.png,nanear
D:/RAE/dataset3_es\saeta_8.png,saeta
D:/RAE/dataset3_es\paseador_9.png,paseador
D:/RAE/dataset3_es\pelamesa_1.png,pelamesa
D:/RAE/dataset3_es\decesion_11.png,decesion
D:/RAE/dataset3_es\epifora_8.png,epifora
D:/RAE/dataset3_es\celo_6.png,celo
D:/RAE/dataset3_es\concision_5.png,concision
D:/RAE/dataset3_es\repulgue_5.png,repulgue
D:/RAE/dataset3_es\varazon_0.png,varazon
D:/RAE/dataset3_es\bolsero_6.png,bolsero
D:/RAE/dataset3_es\teneres_8.png,teneres
D:/RAE/dataset3_es\gutifero_3.png,gutifero
D:/RAE/dataset3_es\ferir_10.png,ferir
D:/RAE/dataset3_es\torre_2.png,torre
D:/RAE/dataset3_es\conteston_8.png,conteston
D:/RAE/dataset3_es\yuquero_10.png,yuquero
D:/RAE/dataset3_es\rancla_14.png,rancla
D:/RAE/dataset3_es\desarenar_3.png,desarenar
D:/RAE/dataset3_es\inquisicion_14.png,inquisicion
D:/RAE/dataset3_es\asegurable_2.png,asegurable
D:/RAE/dataset3_es\abestiado_10.png,abestiado
D:/RAE/dataset3_es\reganado_10.png,reganado
D:/RAE/dataset3_es\tautologico_2.png,tautologico
D:/RAE/dataset3_es\paulista_10.png,paulista
D:/RAE/dataset3_es\gargaro_4.png,gargaro
D:/RAE/dataset3_es\solombra_14.png,solombra
D:/RAE/dataset3_es\capotudo_10.png,capotudo
D:/RAE/dataset3_es\numismatico_8.png,numismatico
D:/RAE/dataset3_es\festa_9.png,festa
D:/RAE/dataset3_es\deicidio_6.png,deicidio
D:/RAE/dataset3_es\alanceador_7.png,alanceador
D:/RAE/dataset3_es\apretadura_5.png,apretadura
D:/RAE/dataset3_es\gafete_4.png,gafete
D:/RAE/dataset3_es\acarralar_5.png,acarralar
D:/RAE/dataset3_es\completez_14.png,completez
D:/RAE/dataset3_es\bobilis_9.png,bobilis
D:/RAE/dataset3_es\denegacion_12.png,denegacion
D:/RAE/dataset3_es\desasistir_13.png,desasistir
D:/RAE/dataset3_es\demas_3.png,demas
D:/RAE/dataset3_es\acampamento_10.png,acampamento
D:/RAE/dataset3_es\arrimo_0.png,arrimo
D:/RAE/dataset3_es\trastras_1.png,trastras
D:/RAE/dataset3_es\hipotenusa_7.png,hipotenusa
D:/RAE/dataset3_es\reportar_8.png,reportar
D:/RAE/dataset3_es\endodoncia_10.png,endodoncia
D:/RAE/dataset3_es\empavesar_4.png,empavesar
D:/RAE/dataset3_es\fanerozoico_13.png,fanerozoico
D:/RAE/dataset3_es\paralogizar_1.png,paralogizar
D:/RAE/dataset3_es\propension_8.png,propension
D:/RAE/dataset3_es\aduana_12.png,aduana
D:/RAE/dataset3_es\gallara_4.png,gallara
D:/RAE/dataset3_es\presentar_11.png,presentar
D:/RAE/dataset3_es\refunfunon_13.png,refunfunon
D:/RAE/dataset3_es\fayuquear_3.png,fayuquear
D:/RAE/dataset3_es\tonificador_13.png,tonificador
D:/RAE/dataset3_es\verdugado_7.png,verdugado
D:/RAE/dataset3_es\vellonero_4.png,vellonero
D:/RAE/dataset3_es\crismal_5.png,crismal
D:/RAE/dataset3_es\surafricano_10.png,surafricano
D:/RAE/dataset3_es\calvijar_1.png,calvijar
D:/RAE/dataset3_es\carnosidad_2.png,carnosidad
D:/RAE/dataset3_es\finlaismo_3.png,finlaismo
D:/RAE/dataset3_es\cuzqueno_9.png,cuzqueno
D:/RAE/dataset3_es\villanada_13.png,villanada
D:/RAE/dataset3_es\picaro_6.png,picaro
D:/RAE/dataset3_es\envegarse_5.png,envegarse
D:/RAE/dataset3_es\menorero_13.png,menorero
D:/RAE/dataset3_es\cohollo_9.png,cohollo
D:/RAE/dataset3_es\arqueologo_9.png,arqueologo
D:/RAE/dataset3_es\lipido_12.png,lipido
D:/RAE/dataset3_es\serratil_11.png,serratil
D:/RAE/dataset3_es\embotellado_5.png,embotellado
D:/RAE/dataset3_es\comunicable_2.png,comunicable
D:/RAE/dataset3_es\picotazo_6.png,picotazo
D:/RAE/dataset3_es\triangulo_7.png,triangulo
D:/RAE/dataset3_es\alizarina_6.png,alizarina
D:/RAE/dataset3_es\acoger_7.png,acoger
D:/RAE/dataset3_es\poronguero_8.png,poronguero
D:/RAE/dataset3_es\rizopodo_14.png,rizopodo
D:/RAE/dataset3_es\actuado_12.png,actuado
D:/RAE/dataset3_es\galayo_13.png,galayo
D:/RAE/dataset3_es\ojalatero_1.png,ojalatero
D:/RAE/dataset3_es\capaceta_1.png,capaceta
D:/RAE/dataset3_es\silla_12.png,silla
D:/RAE/dataset3_es\egiciano_4.png,egiciano
D:/RAE/dataset3_es\monfi_9.png,monfi
D:/RAE/dataset3_es\tartaro_7.png,tartaro
D:/RAE/dataset3_es\desechable_14.png,desechable
D:/RAE/dataset3_es\montanera_6.png,montañera
D:/RAE/dataset3_es\drogadicto_9.png,drogadicto
D:/RAE/dataset3_es\juratoria_7.png,juratoria
D:/RAE/dataset3_es\enchapado_13.png,enchapado
D:/RAE/dataset3_es\jaripeada_13.png,jaripeada
D:/RAE/dataset3_es\llenez_0.png,llenez
D:/RAE/dataset3_es\critica_8.png,critica
D:/RAE/dataset3_es\noneria_0.png,ñoñeria
D:/RAE/dataset3_es\equidna_11.png,equidna
D:/RAE/dataset3_es\acepcion_13.png,acepcion
D:/RAE/dataset3_es\ordinariez_14.png,ordinariez
D:/RAE/dataset3_es\retrillar_10.png,retrillar
D:/RAE/dataset3_es\logaritmo_4.png,logaritmo
D:/RAE/dataset3_es\etnologico_13.png,etnologico
D:/RAE/dataset3_es\andolina_5.png,andolina
D:/RAE/dataset3_es\octopodo_9.png,octopodo
D:/RAE/dataset3_es\olvidanza_4.png,olvidanza
D:/RAE/dataset3_es\graveza_12.png,graveza
D:/RAE/dataset3_es\sabugo_3.png,sabugo
D:/RAE/dataset3_es\onagro_13.png,onagro
D:/RAE/dataset3_es\compraventa_5.png,compraventa
D:/RAE/dataset3_es\cetil_5.png,cetil
D:/RAE/dataset3_es\eupatorio_7.png,eupatorio
D:/RAE/dataset3_es\hexacordo_9.png,hexacordo
D:/RAE/dataset3_es\porfiar_2.png,porfiar
D:/RAE/dataset3_es\conmutatriz_0.png,conmutatriz
D:/RAE/dataset3_es\clariniano_13.png,clariniano
D:/RAE/dataset3_es\hijear_0.png,hijear
D:/RAE/dataset3_es\auditoria_8.png,auditoria
D:/RAE/dataset3_es\zurrusco_9.png,zurrusco
D:/RAE/dataset3_es\ganan_0.png,ganan
D:/RAE/dataset3_es\fonebol_6.png,fonebol
D:/RAE/dataset3_es\hi_8.png,hi
D:/RAE/dataset3_es\sobremesana_2.png,sobremesana
D:/RAE/dataset3_es\empeno_13.png,empeño
D:/RAE/dataset3_es\martillazo_7.png,martillazo
D:/RAE/dataset3_es\baqueta_0.png,baqueta
D:/RAE/dataset3_es\andarraya_10.png,andarraya
D:/RAE/dataset3_es\chafallo_7.png,chafallo
D:/RAE/dataset3_es\cacuminal_7.png,cacuminal
D:/RAE/dataset3_es\trinchero_14.png,trinchero
D:/RAE/dataset3_es\sonico_0.png,sonico
D:/RAE/dataset3_es\toga_9.png,toga
D:/RAE/dataset3_es\victoriano_12.png,victoriano
D:/RAE/dataset3_es\lolita_9.png,lolita
D:/RAE/dataset3_es\condutero_13.png,condutero
D:/RAE/dataset3_es\coronamento_8.png,coronamento
D:/RAE/dataset3_es\aprobar_11.png,aprobar
D:/RAE/dataset3_es\atisbar_5.png,atisbar
D:/RAE/dataset3_es\desmano_12.png,desmano
D:/RAE/dataset3_es\gangueo_8.png,gangueo
D:/RAE/dataset3_es\turbohelice_7.png,turbohelice
D:/RAE/dataset3_es\gonorrea_6.png,gonorrea
D:/RAE/dataset3_es\hircocervo_10.png,hircocervo
D:/RAE/dataset3_es\purrir_7.png,purrir
D:/RAE/dataset3_es\yeguato_10.png,yeguato
D:/RAE/dataset3_es\amagamiento_12.png,amagamiento
D:/RAE/dataset3_es\casticista_2.png,casticista
D:/RAE/dataset3_es\abonado_13.png,abonado
D:/RAE/dataset3_es\agramiza_4.png,agramiza
D:/RAE/dataset3_es\renegador_7.png,renegador
D:/RAE/dataset3_es\desatranco_7.png,desatranco
D:/RAE/dataset3_es\alzacolita_4.png,alzacolita
D:/RAE/dataset3_es\pugilismo_14.png,pugilismo
D:/RAE/dataset3_es\lumbreria_5.png,lumbreria
D:/RAE/dataset3_es\potrada_6.png,potrada
D:/RAE/dataset3_es\flux_5.png,flux
D:/RAE/dataset3_es\traslaticio_5.png,traslaticio
D:/RAE/dataset3_es\braceador_1.png,braceador
D:/RAE/dataset3_es\debrocar_1.png,debrocar
D:/RAE/dataset3_es\monfortino_7.png,monfortino
D:/RAE/dataset3_es\batiporte_3.png,batiporte
D:/RAE/dataset3_es\vendimiador_1.png,vendimiador
D:/RAE/dataset3_es\bizcorneado_4.png,bizcorneado
D:/RAE/dataset3_es\cucurucho_4.png,cucurucho
D:/RAE/dataset3_es\operatorio_10.png,operatorio
D:/RAE/dataset3_es\emanar_8.png,emanar
D:/RAE/dataset3_es\grabadura_11.png,grabadura
D:/RAE/dataset3_es\cucharada_4.png,cucharada
D:/RAE/dataset3_es\enhilar_11.png,enhilar
D:/RAE/dataset3_es\idiotipo_5.png,idiotipo
D:/RAE/dataset3_es\rustrir_7.png,rustrir
D:/RAE/dataset3_es\cegama_13.png,cegama
D:/RAE/dataset3_es\pasaportar_8.png,pasaportar
D:/RAE/dataset3_es\terral_1.png,terral
D:/RAE/dataset3_es\sarpullir_6.png,sarpullir
D:/RAE/dataset3_es\diplococo_8.png,diplococo
D:/RAE/dataset3_es\pelandrusca_9.png,pelandrusca
D:/RAE/dataset3_es\yarda_6.png,yarda
D:/RAE/dataset3_es\pudir_5.png,pudir
D:/RAE/dataset3_es\teologia_2.png,teologia
D:/RAE/dataset3_es\ajustable_7.png,ajustable
D:/RAE/dataset3_es\revivir_5.png,revivir
D:/RAE/dataset3_es\estoma_7.png,estoma
D:/RAE/dataset3_es\sochantre_13.png,sochantre
D:/RAE/dataset3_es\segmento_0.png,segmento
D:/RAE/dataset3_es\espeton_3.png,espeton
D:/RAE/dataset3_es\danzarin_4.png,danzarin
D:/RAE/dataset3_es\burlote_12.png,burlote
D:/RAE/dataset3_es\encavarse_7.png,encavarse
D:/RAE/dataset3_es\amonites_9.png,amonites
D:/RAE/dataset3_es\chalateco_14.png,chalateco
D:/RAE/dataset3_es\inusitado_1.png,inusitado
D:/RAE/dataset3_es\filomania_4.png,filomania
D:/RAE/dataset3_es\desgajar_11.png,desgajar
D:/RAE/dataset3_es\disfraz_1.png,disfraz
D:/RAE/dataset3_es\benines_0.png,benines
D:/RAE/dataset3_es\combi_1.png,combi
D:/RAE/dataset3_es\polevi_2.png,polevi
D:/RAE/dataset3_es\modernizar_4.png,modernizar
D:/RAE/dataset3_es\carbogeno_12.png,carbogeno
D:/RAE/dataset3_es\valvula_11.png,valvula
D:/RAE/dataset3_es\orinque_10.png,orinque
D:/RAE/dataset3_es\conopial_5.png,conopial
D:/RAE/dataset3_es\pijota_0.png,pijota
D:/RAE/dataset3_es\berrera_4.png,berrera
D:/RAE/dataset3_es\sison_2.png,sison
D:/RAE/dataset3_es\disuasion_13.png,disuasion
D:/RAE/dataset3_es\ahijuna_7.png,ahijuna
D:/RAE/dataset3_es\esquinar_14.png,esquinar
D:/RAE/dataset3_es\desatacar_2.png,desatacar
D:/RAE/dataset3_es\lebraton_5.png,lebraton
D:/RAE/dataset3_es\mostense_14.png,mostense
D:/RAE/dataset3_es\rosada_13.png,rosada
D:/RAE/dataset3_es\licitante_5.png,licitante
D:/RAE/dataset3_es\ajada_0.png,ajada
D:/RAE/dataset3_es\trinquete_4.png,trinquete
D:/RAE/dataset3_es\censurador_2.png,censurador
D:/RAE/dataset3_es\mesocarpio_3.png,mesocarpio
D:/RAE/dataset3_es\bimestre_7.png,bimestre
D:/RAE/dataset3_es\carron_11.png,carron
D:/RAE/dataset3_es\despilfarro_13.png,despilfarro
D:/RAE/dataset3_es\hurano_4.png,huraño
D:/RAE/dataset3_es\encanijar_0.png,encanijar
D:/RAE/dataset3_es\pitillera_11.png,pitillera
D:/RAE/dataset3_es\desproteger_6.png,desproteger
D:/RAE/dataset3_es\chorreton_13.png,chorreton
D:/RAE/dataset3_es\verdascazo_10.png,verdascazo
D:/RAE/dataset3_es\desnudo_10.png,desnudo
D:/RAE/dataset3_es\venopuncion_13.png,venopuncion
D:/RAE/dataset3_es\untoso_10.png,untoso
D:/RAE/dataset3_es\bastaje_2.png,bastaje
D:/RAE/dataset3_es\brotacion_12.png,brotacion
D:/RAE/dataset3_es\bochorno_11.png,bochorno
D:/RAE/dataset3_es\trompetazo_0.png,trompetazo
D:/RAE/dataset3_es\cualesquier_1.png,cualesquier
D:/RAE/dataset3_es\homicida_8.png,homicida
D:/RAE/dataset3_es\hurdano_2.png,hurdano
D:/RAE/dataset3_es\liceista_11.png,liceista
D:/RAE/dataset3_es\chorote_8.png,chorote
D:/RAE/dataset3_es\aguachas_10.png,aguachas
D:/RAE/dataset3_es\natonazo_2.png,ñatoñazo
D:/RAE/dataset3_es\lucifer_3.png,lucifer
D:/RAE/dataset3_es\remediable_9.png,remediable
D:/RAE/dataset3_es\hopo_10.png,hopo
D:/RAE/dataset3_es\chacoteo_7.png,chacoteo
D:/RAE/dataset3_es\redoblar_11.png,redoblar
D:/RAE/dataset3_es\arguir_4.png,arguir
D:/RAE/dataset3_es\listar_7.png,listar
D:/RAE/dataset3_es\cieno_0.png,cieno
D:/RAE/dataset3_es\amargazon_9.png,amargazon
D:/RAE/dataset3_es\microvoltio_13.png,microvoltio
D:/RAE/dataset3_es\falange_3.png,falange
D:/RAE/dataset3_es\apsara_5.png,apsara
D:/RAE/dataset3_es\filologo_6.png,filologo
D:/RAE/dataset3_es\organdi_9.png,organdi
D:/RAE/dataset3_es\rebuznar_12.png,rebuznar
D:/RAE/dataset3_es\troupe_8.png,troupe
D:/RAE/dataset3_es\trafalmejas_2.png,trafalmejas
D:/RAE/dataset3_es\reguera_5.png,reguera
D:/RAE/dataset3_es\protectorio_0.png,protectorio
D:/RAE/dataset3_es\castillete_10.png,castillete
D:/RAE/dataset3_es\consumidor_11.png,consumidor
D:/RAE/dataset3_es\imperador_14.png,imperador
D:/RAE/dataset3_es\cuchilla_3.png,cuchilla
D:/RAE/dataset3_es\cabena_8.png,cabeña
D:/RAE/dataset3_es\porfirina_5.png,porfirina
D:/RAE/dataset3_es\nenique_12.png,ñeñique
D:/RAE/dataset3_es\lenguetear_2.png,lenguetear
D:/RAE/dataset3_es\poliza_13.png,poliza
D:/RAE/dataset3_es\moblar_2.png,moblar
D:/RAE/dataset3_es\hogano_5.png,hogaño
D:/RAE/dataset3_es\patatin_3.png,patatin
D:/RAE/dataset3_es\acoplado_13.png,acoplado
D:/RAE/dataset3_es\casualmente_7.png,casualmente
D:/RAE/dataset3_es\nutrido_1.png,nutrido
D:/RAE/dataset3_es\alcalaeno_9.png,alcalaeno
D:/RAE/dataset3_es\flanqueador_0.png,flanqueador
D:/RAE/dataset3_es\amistoso_7.png,amistoso
D:/RAE/dataset3_es\alezna_12.png,alezna
D:/RAE/dataset3_es\bedelio_1.png,bedelio
D:/RAE/dataset3_es\trasonar_11.png,trasonar
D:/RAE/dataset3_es\adumbrar_14.png,adumbrar
D:/RAE/dataset3_es\rocoto_11.png,rocoto
D:/RAE/dataset3_es\novacion_9.png,novacion
D:/RAE/dataset3_es\dicroismo_2.png,dicroismo
D:/RAE/dataset3_es\garrocha_2.png,garrocha
D:/RAE/dataset3_es\depender_2.png,depender
D:/RAE/dataset3_es\manteleria_12.png,manteleria
D:/RAE/dataset3_es\samarilla_10.png,samarilla
D:/RAE/dataset3_es\lave_9.png,lave
D:/RAE/dataset3_es\acicalador_13.png,acicalador
D:/RAE/dataset3_es\aplagar_1.png,aplagar
D:/RAE/dataset3_es\canudo_12.png,canudo
D:/RAE/dataset3_es\abejarron_6.png,abejarron
D:/RAE/dataset3_es\mofadura_0.png,mofadura
D:/RAE/dataset3_es\demasiarse_4.png,demasiarse
D:/RAE/dataset3_es\difugio_8.png,difugio
D:/RAE/dataset3_es\desnatado_3.png,desnatado
D:/RAE/dataset3_es\emigrar_6.png,emigrar
D:/RAE/dataset3_es\decurso_0.png,decurso
D:/RAE/dataset3_es\cedulon_12.png,cedulon
D:/RAE/dataset3_es\poco_1.png,poco
D:/RAE/dataset3_es\necesitado_5.png,necesitado
D:/RAE/dataset3_es\trasojado_10.png,trasojado
D:/RAE/dataset3_es\aplicar_9.png,aplicar
D:/RAE/dataset3_es\uvaduz_6.png,uvaduz
D:/RAE/dataset3_es\blastema_7.png,blastema
